id,name,country_code,city,website,qs_rank,the_rank
dcb02431-0f33-5fba-a0d3-0b720d03d8cd,Vancouver Community College,CA,,http://www.vcc.ca/,,
6f134fc1-6240-541c-9db8-12f8554e87ca,Vanier College,CA,,https://www.vaniercollege.qc.ca/,,
357d0e42-b4a1-5b26-9e9f-d985539be476,"Victoria University Toronto, University of Toronto",CA,,http://vicu.utoronto.ca/,,
788bc2be-9e62-50ba-bcb9-cdcac5862148,Wilfrid Laurier University,CA,,http://www.wlu.ca/,,
260a0ee6-f6dc-54c1-8297-5d4568b71e41,William and Catherine Booth College,CA,,http://www.boothcollege.ca/,,
71697763-2cfe-5a35-a79e-fedebec4c52f,York University,CA,,http://www.yorku.ca/,,
15cb9106-c235-576e-874a-bf748cbaa921,Yukon College,CA,,http://www.yukoncollege.yk.ca/,,
d36cf84a-e52a-5aa8-bfcc-1628b508175b,"École Polytechnique de Montréal, Université de Montréal",CA,,http://www.polymtl.ca/,,
0d21ea03-31a8-59e4-b57b-fc982a809b37,"École de technologie supérieure, Université du Québec",CA,,http://www.etsmtl.ca/,,
c5edd342-1715-5ae5-958e-1f0610768f33,École des Hautes Études Commerciales,CA,,http://www.hec.ca/,,
e3c14be3-22ad-554e-9e64-2bb5324a4f85,"École nationale d'administration publique, Université du Québec",CA,,http://www.enap.uquebec.ca/,,
16828094-a217-558e-842d-545b6519089d,"AKAD Hochschulen für Berufstätige, Fachhochschule Leipzig",DE,,http://www.akad.de/,,
72353216-fb8e-54cd-b810-6b56aaea7750,Albert-Ludwigs-Universität Freiburg,DE,,http://www.uni-freiburg.de/,,
ff8ef2e6-8588-5ad6-9baf-2000e14a5c2b,Alice-Salomon-Fachhochschule für Sozialarbeit und Sozialpädagogik Berlin,DE,,http://www.asfh-berlin.de/,,
979dc678-2691-5b32-967d-962b3fc98ca5,Augustana Hochschule Neuendettelsau,DE,,http://www.augustana.de/,,
4c58baa9-c89e-58e3-9f3d-65cf5395639f,Bauhaus Universität Weimar,DE,,http://www.uni-weimar.de/,,
87ada844-e558-5f85-95fa-636a32dae322,Bayerische Julius-Maximilians-Universität Würzburg,DE,,http://www.uni-wuerzburg.de/,,
ca842899-e94d-5316-ac5c-74653902f360,Bergische Universität Gesamthochschule Wuppertal,DE,,http://www.uni-wuppertal.de/,,
be5e0286-e61d-535b-85da-2de046a457cd,BiTS - Business and Information Technology School gGmbH,DE,,http://www.bits-iserlohn.de/,,
92c6d3cf-4fa2-5657-abdd-b5824c70e910,Brandenburgische Technische Universität Cottbus,DE,,http://www.tu-cottbus.de/,,
2c1860cb-b1c4-5b86-ad1a-71c28532a6e6,CODE University of Applied Sciences Berlin,DE,,http://code.berlin/,,
d4be0026-03cc-50fb-96c7-43ad596e3826,Carl von Ossietzky Universität Oldenburg,DE,,https://uol.de,,
2bb078b8-25cc-52e9-8a0f-4470e2caf828,Christian-Albrechts-Universität Kiel,DE,,http://www.uni-kiel.de/,,
a79ef674-8ba3-594d-8eb1-bb4f51295b7f,Cologne Business School,DE,,http://www.cbs.de/,,
67413d62-a67d-515c-8039-c29c9d601df9,DIPLOMA-Fachhochschule Ölsnitz/Vogtland,DE,,http://www.diploma.de/,,
56adcc0b-ba29-539f-a5ce-3e8e02800321,"Deutsch-Ordens Fachhochschule Riedlingen, Hochschule für Wirtschaft",DE,,http://www.fh-riedlingen.de/,,
5b916232-eaa1-52fc-b54c-70f4ffdf62e6,Deutsche Hochschule für Verwaltungswissenschaften Speyer,DE,,http://www.dhv-speyer.de/,,
6d982e77-8f0c-53a9-854d-4970f769f660,Deutsche Sporthochschule Köln,DE,,http://www.dshs-koeln.de/,,
e502c2d3-a196-5570-a6de-84c425c05239,Deutsche Telekom Fachhochschule Leipzig,DE,,http://www.fh-telekom-leipzig.de/,,
395ff4f2-d038-5ebd-a751-0ec1af2a1c2c,Deutsche Universität für Verwaltungswissenschaften Speyer,DE,,https://www.uni-speyer.de/,,
f49f35e1-61a9-5e26-8ef9-d947d205e0f9,Duale Hochschule Baden-Wuerttemberg Mannheim,DE,,http://www.dhbw-mannheim.de/,,
a0cad0a7-f781-5bea-8b1e-c2ea5f07a9a3,Duale Hochschule Baden-Württemberg,DE,,http://www.dhbw.de/,,
74e6181c-075c-50fd-a614-366c59669724,Duale Hochschule Baden-Württemberg Center for Advanced Studies (CAS),DE,,http://www.cas.dhbw.de/,,
7c45d538-b86e-55ca-9e4b-80deff117026,Duale Hochschule Baden-Württemberg Heidenheim,DE,,http://www.heidenheim.dhbw.de/,,
7fb8b93c-d6ac-59c7-a77c-1840bbcad555,Duale Hochschule Baden-Württemberg Heilbronn,DE,,http://www.heilbronn.dhbw.de/,,
13b03f0a-a586-5801-8250-e23da064f512,Duale Hochschule Baden-Württemberg Karlsruhe,DE,,http://www.dhbw-karlsruhe.de/,,
